question,reponse,target,lemmas_rep,lemmas_quest,stem_rep,stem_quest
À quelle heure sont l'enregistrement et le départ dans les hôtels Disney?,"L'enregistrement dans tous les Hôtels Disney et hôtels partenaires peut s’effectuer dès le matin du jour de votre arrivée (Sauf Villages Nature Paris dont le check in est possible à partir de 10h du matin). La chambre sera disponible à partir de 15h*. Vous pouvez déposer vos bagages à la consigne de l'hôtel (Sauf pour le Disney’s Davy Crockett Ranch et Villages Nature Paris). Vous pouvez ainsi profiter des Parcs.Le départ pour tous les hôtels Disney et les hôtels partenaires doit être effectué avant 11h**. Si vous souhaitez profiter d'une dernière journée magique dans les Parcs Disney, vous pourrez laisser vos bagages au service de consigne (Sauf pour le Disney’s Davy Crockett Ranch et Villages Nature Paris) jusqu'à votre départ. Si vous arrivez en train, vous pouvez profiter du service Disney Express.*Sauf pour le Radisson Blu Hotel et le Disney's Davy Crockett Ranch où la chambre sera disponible à partir de  16h00.**Sauf Villages Nature Paris dont le check out doit avoir lieu avant 10h du matin et au Radisson Blu Hotel avant 12h.",1,"le enregistrement dans tout le hôtel disney et hôtel partenaire pouvoir s’ effectuer dès le matin de jour de votre arrivée ( sauf Villages Nature Paris dont le check in être possible à partir de 10h de matin ) . le chambre être disponible à partir de 15h*. vous pouvoir déposer votre bagage à le consigne de le hôtel ( sauf pour le disney’ s Davy Crockett Ranch et Villages Nature Paris ) . vous pouvoir ainsi profiter un parc . le départ pour tout le hôtel disney et le hôtel partenaire devoir être effectuer avant 11h**. si vous souhaiter profiter de un dernier journée magique dans le parc Disney , vous pouvoir laisser votre bagage au service de consigne ( sauf pour le disney’ s Davy Crockett Ranch et Villages Nature Paris ) jusque à votre départ . si vous arriver en train , vous pouvoir profiter de service disney express.*sauf pour le Radisson Blu Hotel et le disney' s Davy Crockett Ranch où le chambre être disponible à partir de   16h00.**Sauf Villages Nature Paris dont le check out devoir avoir lieu avant 10h de matin et au Radisson Blu Hotel avant 12h .",à quell heure être le enregistrement et le départ dans le hôtel Disney ?,"l'enregistr dan tous le hôtel disney et hôtel partenair peut s ’ effectu des le matin du jour de votr arriv ( sauf villag natur paris dont le check in est possibl à part de 10h du matin ) . la chambr ser disponibl à part de 15h* . vous pouv dépos vos bagag à la consign de l'hôtel ( sauf pour le disney ’ s davy crocket ranch et villag natur paris ) . vous pouv ains profit de parcs.l départ pour tous le hôtel disney et le hôtel partenair doit être effectu avant 11h** . si vous souhait profit d'un derni journ magiqu dan le parc disney , vous pourr laiss vos bagag au servic de consign ( sauf pour le disney ’ s davy crocket ranch et villag natur paris ) jusqu ' à votr départ . si vous arriv en train , vous pouv profit du servic disney express . *sauf pour le radisson blu hotel et le disney ' davy crocket ranch où la chambr ser disponibl à part de 16h00 . **sauf villag natur paris dont le check out doit avoir lieu avant 10h du matin et au radisson blu hotel avant 12h .",à quel heur sont l'enregistr et le départ dan le hôtel disney ?
Quelles sont les meilleures chaussures pour l'école ?,"Chez Nike, nous nous efforçons de concevoir des chaussures résistantes et souples pour les jeunes athlètes, afin qu'elles répondent au mieux à tous les besoins d'un enfant actif et en pleine croissance.Même si toutes les chaussures Nike pour jeunes athlètes sont parfaitement adaptées au quotidien, certaines sont plus spécialement étudiées pour un sport en particulier.Les chaussures spécifiques à un sport sont conçues pour aider l'athlète à donner le meilleur de lui-même dans ce sport (par exemple, les chaussures de running pour le running, les chaussures de basketball pour le basketball).",0,"chez Nike , nous nous efforcer de concevoir un chaussure résistant et souple pour le jeune athlète , afin que lui répondre au mieux à tout le besoin de un enfant actif et en pleine croissance . même si tout le chaussure Nike pour jeune athlète être parfaitement adapter au quotidien , certain être plus spécialement étudier pour un sport en particulier . le chaussure spécifique à un sport être concevoir pour aider le athlète à donner le meilleur de lui - même dans ce sport ( par exemple , le chaussure de running pour le running , le chaussure de basketball pour le basketball ) .",quelle être le meilleur chaussure pour le école ?,"chez nik , nous nous efforçon de concevoir de chaussur résist et soupl pour le jeun athlet , afin qu'el répondent au mieux à tous le besoin d'un enfant actif et en plein croissance.mêm si tout le chaussur nik pour jeun athlet sont parfait adapt au quotidien , certain sont plus spécial étudi pour un sport en particulier.l chaussur spécif à un sport sont conçu pour aid l'athlet à don le meilleur de lui-mêm dan ce sport ( par exempl , le chaussur de running pour le running , le chaussur de basketball pour le basketball ) .",quel sont le meilleur chaussur pour l'écol ?
À quelle fréquence dois-je acheter de nouvelles chaussures ?,"Les Nike sont faites pour durer, mais les pieds de vos enfants sont faits pour grandir. Il est préférable de vérifier la taille des chaussures tous les six mois.",0,"le nike être faire pour durer , mais le pied de votre enfant être faire pour grandir . il être préférable de vérifier le taille un chaussure tout le six mois .",à quell fréquence doi - je acheter de nouveau chaussure ?,"le nik sont fait pour dur , mais le pied de vos enfant sont fait pour grand . il est préfer de vérifi la taill de chaussur tous le six mois .",à quel fréquenc dois-j achet de nouvel chaussur ?
Peut-on porter des chaussures Nike sans chaussettes ?,"S'il s'agit de sandales ou de claquettes, cela va de soi ! Mais pour toutes nos chaussures à lacets, il est préférable que votre enfant porte des chaussettes adaptées à son sport ou à son activité.",0,"s' il se agir de sandale ou de claquette , cela aller de soi ! mais pour tout notre chaussure à lacet , il être préférable que votre enfant porte un chaussette adapter à son sport ou à son activité .",peut - on porter un chaussure nike sans chaussette ?,"s'il s'ag de sandal ou de claquet , cel va de soi ! mais pour tout nos chaussur à lacet , il est préfer que votr enfant port de chausset adapt à son sport ou à son activ .",peut-on port de chaussur nik san chausset ?
Pourquoi la chaussure de mon enfant glisse-t-elle au niveau du talon ?,"Il peut y avoir plusieurs raisons à cela. Commencez par vérifier que votre enfant porte la bonne taille de chaussure. Vérifiez ensuite que les lacets sont assez serrés et que la languette est bien tirée. Pour finir, assurez-vous que la chaussette de votre enfant est bien enfilée.",0,"il pouvoir y avoir plusieurs raison à cela . commencer par vérifier que votre enfant porte le bon taille de chaussure . vérifiez ensuite que le lacet être assez serrer et que le languette être bien tirer . pour finir , assurez - vous que le chaussette de votre enfant être bien enfiler .",pourquoi le chaussure de mon enfant glisse - t - lui au niveau de talon ?,"il peut y avoir plusieur raison à cel . commenc par vérifi que votr enfant port la bon taill de chaussur . vérif ensuit que le lacet sont assez serr et que la languet est bien tir . pour fin , assurez-vous que la chausset de votr enfant est bien enfil .",pourquoi la chaussur de mon enfant glisse-t-el au niveau du talon ?
Pourquoi les chaussures de mon enfant grincent-elles parfois ?,Les enfants marchent sur toutes sortes de surfaces tout au long de la journée. Le crissement est généralement dû à la friction qui se produit entre la semelle extérieure de la chaussure et une surfaces lisse telle que le sol de la salle de gym et un couloir ciré.,0,le enfant marcher sur tout sorte de surface tout au long de le journée . le crissement être généralement devoir à le friction qui se produire entre le semell extérieur de le chaussure et un surface lisse tel que le sol de le salle de gym et un couloir cirer .,pourquoi le chaussure de mon enfant grincent - lui parfois ?,le enfant marchent sur tout sort de surfac tout au long de la journ . le crissement est général dû à la friction qui se produit entre la semel extérieur de la chaussur et une surfac liss tel que le sol de la sall de gym et un couloir cir .,pourquoi le chaussur de mon enfant grincent-el parfois ?
Comment savoir si les chaussures de mon enfant sont trop grandes ?,"Le signe le plus évident est l'espace entre le talon de votre enfant et l'arrière de la chaussure. Vous pouvez le vérifier avec votre pouce. Pour vérifier la taille à l'avant de la chaussure, demandez à votre enfant de bouger ses orteils lorsque la chaussure est lacée. Enfin, si votre enfant peut bouger ses orteils d'un côté à l'autre, cela signifie sans doute que la chaussure est trop large.",0,"le signe le plus évident être le espace entre le talon de votre enfant et le arrière de le chaussure . vous pouvoir le vérifier avec votre pouce . pour vérifier le taille à le avant de le chaussure , demander à votre enfant de bouger son orteil lorsque le chaussure être lacer . enfin , si votre enfant pouvoir bouger son orteil de un côté à le autre , cela signifier sans doute que le chaussure être trop large .",comment savoir si le chaussure de mon enfant être trop grand ?,"le sign le plus évident est l'espac entre le talon de votr enfant et l'arri de la chaussur . vous pouv le vérifi avec votr pouc . pour vérifi la taill à l'av de la chaussur , demand à votr enfant de boug se orteil lorsqu la chaussur est lac . enfin , si votr enfant peut boug se orteil d'un côt à l'autr , cel signif san dout que la chaussur est trop larg .",comment savoir si le chaussur de mon enfant sont trop grand ?
La marque Nike propose-t-elle des chaussures sans lacets ?,"Nous proposons différents types de chaussures sans lacets pour tous les groupes d'âge : des modèles à enfiler, à fermeture Velcro ® ou bien notre système innovantFlyEase.",0,"nous proposer différent type de chaussure sans lacet pour tout le groupe de âge : un modèle à enfiler , à fermeture velcro ® ou bien notre système innovantflyeas .",le marque Nike propose - t - lui un chaussure sans lacet ?,"nous proposon différent typ de chaussur san lacet pour tous le group d'âg : de model à enfil , à fermetur velcro ® ou bien notr system innovantflyeas .",la marqu nik propose-t-el de chaussur san lacet ?
Combien de temps durent les chaussures à crampons ?,"En fonction de l'âge des enfants, les chaussures de football deviennent généralement trop petites avant qu'elles n'aient besoin d'être remplacées. Du point de vue de la durée de vie, les chaussures de football durent généralement entre une et deux saisons, soit 12 mois.",0,"en fonction de le âge un enfant , le chaussure de football deviennent généralement trop petit avant que lui n' avoir besoin de être remplacer . de point de vue de le durée de vie , le chaussure de football devoir généralement entre un et deux saison , soit 12 mois .",combien de temps devoir le chaussure à crampon ?,"en fonction de l'âg de enfant , le chaussur de football deviennent général trop petit avant qu'el n'aient besoin d'êtr remplac . du point de vu de la dur de vi , le chaussur de football durent général entre une et deux saison , soit 12 mois .",combien de temp durent le chaussur à crampon ?
"Mon enfant peut-il porter des chaussures à crampons destinées à d'autres sports, comme le football américain ou le baseball, pour les matchs de football ?","Probablement, même si elles ne sont pas idéales pour jouer au football. Certaines chaussures à crampons peuvent être utilisées si elles n'ont pas de crampons aux orteils. Nous recommandons de porter des chaussures spéciales pour le football, en raison de la quantité de courses et de déplacements propre à ce sport.",0,"probablement , même si lui ne être pas idéal pour jouer au football . certain chaussure à crampon pouvoir être utiliser si lui n' avoir pas de crampon al orteils . nous recommander de porter un chaussure spécial pour le football , en raison de le quantité de course et de déplacement propre à ce sport .","mon enfant pouvoir - il porter un chaussure à crampon destiner à d' autre sport , comme le football américain ou le baseball , pour le match de football ?","probabl , mêm si elle ne sont pas idéal pour jou au football . certain chaussur à crampon peuvent être utilis si elle n'ont pas de crampon aux orteil . nous recommandon de port de chaussur spécial pour le football , en raison de la quantit de cours et de déplac propr à ce sport .","mon enfant peut-il port de chaussur à crampon destin à d'autr sport , comm le football américain ou le baseball , pour le match de football ?"
Qu'est-ce que le col Dynamic Fit ?,Le col Dynamic Fit est conçu pour le maintien et la protection des joueurs. Il donne la sensation que le pied est mieux connecté avec le haut de la jambe et offre un maintien optimal.,0,le col dynamic faire être concevoir pour le maintien et le protection un joueur . il donne le sensation que le pied être mieux connecter avec le haut de le jambe et offrir un maintien optimal .,que être ce que le col Dynamic faire ?,le col dynamic fit est conçu pour le maintien et la protect de joueur . il don la sensat que le pied est mieux connect avec le haut de la jamb et offre un maintien optimal .,qu'est-c que le col dynamic fit ?
Comment mettre une chaussure à crampons avec un col ?,"Tout d'abord, desserrez les lacets de la chaussure à crampons sur 3 ou 4 œillets. Cela permet au pied d'entrer plus facilement dans la chaussure à crampons. Ensuite, ouvrez le col Dynamic Fit en l'écartant avec vos pouces de chaque côté et glissez les orteils dans la chaussure. Une fois que les orteils sont à l'intérieur, déplacez vos pouces à l'arrière du col, saisissez le rebord extérieur et enfoncez le talon dans la chaussure. Enfin, serrez et lacez-les.",0,"tout de abord , desserrer le lacet de le chaussure à crampon sur 3 ou 4 œillet . cela permettre au pied de entrer plus facilement dans le chaussure à crampon . ensuite , ouvrir le col dynamic faire en le écartant avec votre pouce de chaque côté et glissez le orteil dans le chaussure . un fois que le orteil être à le intérieur , déplacez votre pouce à le arrière de col , saisissez le rebord extérieur et enfoncer le talon dans le chaussure . enfin , serrer et lacez - le .",comment mettre un chaussure à crampon avec un col ?,"tout d'abord , desserr le lacet de la chaussur à crampon sur 3 ou 4 œillet . cel permet au pied d'entr plus facil dan la chaussur à crampon . ensuit , ouvr le col dynamic fit en l'écart avec vos pouc de chaqu côt et gliss le orteil dan la chaussur . une fois que le orteil sont à l'intérieur , déplac vos pouc à l'arri du col , sais le rebord extérieur et enfonc le talon dan la chaussur . enfin , serr et lacez-l .",comment mettr une chaussur à crampon avec un col ?
Pourquoi la souplesse est-elle importante ?,Une souplesse adaptée permet aux pieds de bouger naturellement et confortablement. Les chaussures souples reproduisent les mouvements des pieds nus. Les chaussures de running Nike sont conçues pour être souples et favoriser le bon développement de pieds robustes.,0,un soupless adapter permettre al pied de bouger naturellement et confortablemer . le chaussure souple reproduisent le mouvement un pied nu . le chaussure de running Nike être concevoir pour être souple et favoriser le bon développement de pieds robuste .,pourquoi le souplesse est-ell important ?,une soupless adapt permet aux pied de boug naturel et confort . le chaussur soupl reproduisent le mouv de pied nus . le chaussur de running nik sont conçu pour être soupl et favoris le bon développ de pied robust .,pourquoi la soupless est-el import ?
Quelles sont les meilleures chaussures pour le running ?,"La Pegasus, la Free RN et la Flex Run sont un bon point de départ. Et vous trouverez des dizaines d'autres modèles sur notre page consacrée au running pour enfant.",0,"le pegasu , le free rn et le fle Run être un bon point de départ . et vous trouver un dizaine d' autre modèle sur notre page consacrer au running pour enfant .",quelle être le meilleur chaussure pour le running ?,"la pegasus , la fre rn et la flex run sont un bon point de départ . et vous trouv de dizain d'autr model sur notr pag consacr au running pour enfant .",quel sont le meilleur chaussur pour le running ?
Le forfait à 2 € est-il accessible à tous ?,"Oui, cette offre est accessible à tous et n’est soumise à aucune condition de revenu.",0,"oui , ce offre être accessible à tout et n’ être soumettre à aucun condition de revenir .",le forfait à 2 € est-il accessible à tout ?,"oui , cet offre est accessibl à tous et n ’ est soumis à aucun condit de revenu .",le forf à 2 € est-il accessibl à tous ?
"Lors de mon inscription chez Free, j’ai demandé à conserver mon numéro de mobile actuel (portabilité), dois-je résilier mon abonnement chez mon ancien opérateur ?",Non. Free demandera en même temps que la portabilité (conservation du numéro) la résiliation de votre abonnement auprès de votre ancien opérateur mobile. Vous n’avez donc aucune démarche à effectuer.,0,non . Free demander en même temps que le portabilité ( conservation de numéro ) le résiliation de votre abonnement auprès de votre ancien opérateur mobile . vous n’ avoir donc aucun démarche à effectuer .,"lors de mon inscription chez Free , j’ avoir demander à conserver mon numéro de mobile actuel ( portabilité ) , doi - je résilier mon abonnement chez mon ancien opérateur ?",non . fre demand en mêm temp que la portabl ( conserv du numéro ) la résili de votr abon aupres de votr ancien oper mobil . vous n ’ avez donc aucun démarch à effectu .,"lor de mon inscript chez fre , j ’ ai demand à conserv mon numéro de mobil actuel ( portabl ) , dois-j résili mon abon chez mon ancien oper ?"
Combien dois-je payer de frais de résiliation si je quitte mon opérateur actuel alors que je suis encore engagé ?,"Lorsque vous souscrivez un forfait chez Free pour une offre mobile avec portabilité alors que vous avez passé le 12eme mois d’engagement (sur 24 mois) auprès de votre opérateur actuel, seuls 25 % des mois restants seront réclamés par votre opérateur, conformément à l’article L121-84-6 2° du Code de la consommation.La démarche de résiliation auprès de l’ancien opérateur sera effectuée automatiquement et aucune démarche supplémentaire (courrier recommandé, etc.) de votre part n’est nécessaire.",0,"lorsque vous souscrire un forfait chez Free pour un offre mobile avec portabilité alors que vous avoir passer le 12eme mois d’ engagement ( sur 24 mois ) auprès de votre opérateur actuel , seul 25 pourcent un mois restant être réclamer par votre opérateur , conformément à l’ article L121 - 84 - 6 2 degré de code de le consommation . le démarche de résiliation auprès de l’ ancien opérateur être effectuer automatiquement et aucun démarche supplémentaire ( courrier recommander , etc. ) de votre part n’ être nécessaire .",combien devoir - je payer de frais de résiliation si je quitte mon opérateur actuel alors que je être encore engager ?,"lorsqu vous souscriv un forf chez fre pour une offre mobil avec portabl alor que vous avez pass le 12em mois d ’ engag ( sur 24 mois ) aupres de votr oper actuel , seul 25 % de mois rest seront réclam par votr oper , conform à l ’ articl l121-84-6 2° du cod de la consommation.l démarch de résili aupres de l ’ ancien oper ser effectu automat et aucun démarch supplémentair ( courri recommand , etc . ) de votr part n ’ est nécessair .",combien dois-j pai de frais de résili si je quitt mon oper actuel alor que je suis encor engag ?
"Mon téléphone est verrouillé (""simlocké"") chez mon opérateur actuel. Que dois-je faire avant de m’abonner chez Free ?","Demandez le déverrouillage (ou ""désimlockage"") avant de vous inscrire. Plus d’infos",0,"demander le déverrouillage ( ou "" désimlockage "" ) avant de vous inscrire . plus d’ info","mon téléphone être verrouiller ( "" simlocké "" ) chez mon opérateur actuel . que doi - je faire avant de m’ abonner chez Free ?",demand le déverrouillag ( ou `` désimlockag '' ) avant de vous inscrir . plus d ’ infos,mon téléphon est verrouill ( `` simlock '' ) chez mon oper actuel . que dois-j fair avant de m ’ abon chez fre ?
"Je souhaite commander un téléphone chez Free, comment faire ?","La commande de terminal mobile est réalisable depuis votre espace abonné, une fois identifié.",0,"le commande de terminal mobile être réalisable depuis votre espace abonner , un fois identifier .","je souhaite commander un téléphone chez Free , comment faire ?","la command de terminal mobil est réalis depuis votr espac abon , une fois identifi .","je souhait command un téléphon chez fre , comment fair ?"
"Pourrai-je utiliser mon mobile pour du partage de connexion (permettre grâce à mon mobile un accès à Internet à un ordinateur, une tablette ou un autre téléphone) ?","Oui, sous réserve de compatibilité technique du téléphone et de souscription au forfait Free.",0,"oui , sous réserve de compatibilité technique de téléphone et de souscription au forfaire Free .","Pourrai - je utiliser mon mobile pour de partage de connexion ( permettre grâce à mon mobile un accès à internet à un ordinateur , un tablette ou un autre téléphone ) ?","oui , sous réserv de compatibil techniqu du téléphon et de souscript au forf fre .","pourrai-j utilis mon mobil pour du partag de connexion ( permettr grâc à mon mobil un acces à internet à un ordin , une tablet ou un autr téléphon ) ?"
Puis-je profiter du réseau FreeWiFi ?,"Le réseau communautaire FreeWiFi_Secure est accessible sous réserve de compatibilité du mobile de l’abonné (Forfait Free et nouveau Forfait 2 €). De plus, cet accès au réseau FreeWiFi se fait de manière neutre, sans aucun paramétrage, le mobile gérant automatiquement le passage d’un réseau 3G/3G+ au réseau FreeWiFi (EAP SIM). Plus d’infos",0,"le réseau communautaire freewifi_secur être accessible sous réserve de compatibilité de mobile de l’ abonné ( Forfait Free et nouveau forfaire 2 euro ) . de plus , ce accès au réseau FreeWiFi se faire de manière neutre , sans aucun paramétrage , le mobile gérer automatiquemer le passage d’ un réseau 3G/3G+ au réseau FreeWiFi ( EAP SIM ) . plus d’ info",puis - je profiter de réseau FreeWiFi ?,"le réseau communautair freewifi_secur est accessibl sous réserv de compatibil du mobil de l ’ abon ( forf fre et nouveau forf 2 € ) . de plus , cet acces au réseau freewif se fait de mani neutr , san aucun paramétrag , le mobil ger automat le passag d ’ un réseau 3g/3g+ au réseau freewif ( eap sim ) . plus d ’ infos",puis-j profit du réseau freewif ?
"Le réseau mobile de Free est-il compatible 3G, 3G+ et 4G ?","Le service est accessible en 3G/3G+ (UMTS et HSPA+) et 4G (LTE) sur le réseau Free Mobile dans les fréquences 900, 2100 MHz et 2600 MHz et en itinérance 2G/3G/3G+ sur tout ou partie du réseau de l’opérateur historique partenaire.",0,"le service être accessible en 3G/3G+ ( umt et hspa+ ) et 4 gramme ( lte ) sur le réseau Free Mobile dans le fréquence 900 , 2100 mhz et 2600 mhz et en itinérance 2G/3G/3G+ sur tout ou partie de réseau de l’ opérateur historique partenair .","le réseau mobile de Free est-il compatible 3 gramme , 3G+ et 4 gramme ?","le servic est accessibl en 3g/3g+ ( umt et hspa+ ) et 4g ( lte ) sur le réseau fre mobil dan le fréquenc 900 , 2100 mhz et 2600 mhz et en itiner 2g/3g/3g+ sur tout ou part du réseau de l ’ oper histor partenair .","le réseau mobil de fre est-il compatibl 3g , 3g+ et 4g ?"
Comment faire pour profiter de la 4G ? Est-ce gratuit ?,"C’est gratuit, toutes les infos sont ici.",0,"c’ être gratuit , tout le info être ici .",comment faire pour profiter de le 4 gramme ? être ce gratuit ?,"c ’ est gratuit , tout le infos sont ici .",comment fair pour profit de la 4g ? est-ce gratuit ?
"Je dispose d’un BlackBerry, devrai-je payer l’option BlackBerry pour profiter des services Internet associés ?","Oui, l’option BlackBerry (activable depuis l’Espace Abonné) est facturée 1 € par mois et s’ajoute au coût du forfait pour le forfait Free.",0,"Oui , l’ option BlackBerry ( activable depuis l’ Espace abonner ) être facturer 1 euro par mois et s’ ajoute au coût de forfait pour le forfait Free .","je dispose d’ un blackberry , devoir - je payer l’ option BlackBerry pour profiter un service internet associer ?","oui , l ’ option blackberry ( activ depuis l ’ espac abon ) est factur 1 € par mois et s ’ ajout au coût du forf pour le forf fre .","je dispos d ’ un blackberry , devrai-j pai l ’ option blackberry pour profit de servic internet associ ?"
J’ai un iPhone. Vais-je recevoir une carte SIM au format adapté ?,"Oui, la carte SIM envoyée permet à la fois une utilisation standard et une utilisation micro-SIM (iPhone 4 et 4S).Free propose aussi le format nano-SIM pour l’iPhone 5(s)(c).",0,"oui , le carte sim envoyer permettre à le fois un utilisation standard et un utilisation micro - SIM ( iphone 4 et 4S).Free propose aussi le format nano - sim pour l’ iphone 5(s)(c ) .",j’ avoir un iphone . vais - je recevoir un carte sim au format adapté ?,"oui , la cart sim envoi permet à la fois une utilis standard et une utilis micro-sim ( iphon 4 et 4 ) .fre propos auss le format nano-sim pour l ’ iphon 5 ( s ) ( c ) .",j ’ ai un iphon . vais-j recevoir une cart sim au format adapt ?
"Lors de mon inscription, j’ai oublié de choisir la portabilité de mon numéro. Puis-je l’obtenir finalement ?","Oui, par une simple opération depuis votre espace abonné. Ne résiliez pas votre abonnement actuel pour le moment. Plus d’infos",0,"oui , par un simple opération depuis votre espace abonné . ne résilier pas votre abonnement actuel pour le moment . plus d’ info","lors de mon inscription , j’ avoir oublier de choisir le portabilité de mon numéro . puis - je l’ obtenir finalement ?","oui , par une simpl oper depuis votr espac abon . ne résil pas votr abon actuel pour le moment . plus d ’ infos","lor de mon inscript , j ’ ai oubli de chois la portabl de mon numéro . puis-j l ’ obten final ?"
Comment abonner les autres membres du foyer en forfait mobile ?,"Pour la création de lignes supplémentaires, nous vous invitons à les rattacher au compte principal. Plus d’infos",0,"pour le création de ligne supplémentaire , nous vous inviter à le rattacher au compte principal . plus d’ info",comment abonner le autre membre de foyer en forfait mobile ?,"pour la création de lign supplémentair , nous vous inviton à le rattach au compt principal . plus d ’ infos",comment abon le autr membr du foi en forf mobil ?
"Si je suis abonné Freebox, puis-je bénéficier d’un ""forfait Free"" à 15,99 € par mois et souscrire aussi le ""forfait 2€"" facturé à 0 € par mois ?","Non, en revanche Free vous offre la possibilité de souscrire jusqu’à quatre forfaits Free dont le tarif mensuel sera de 15,99 €.",0,"non , en revanche Free vous offrir le possibilité de souscrire jusqu’ à quatre forfait Free dont le tarif mensuel être de 15,99 euro .","si je être abonner freebox , puis - je bénéficier d’ un "" forfaire Free "" à 15,99 euro par mois et souscrir aussi le "" forfaire 2 euro "" facturer à 0 euro par mois ?","non , en revanch fre vous offre la possibil de souscrir jusqu ’ à quatr forfait fre dont le tarif mensuel ser de 15,99 € .","si je suis abon freebox , puis-j bénéfici d ’ un `` forf fre '' à 15,99 € par mois et souscrir auss le `` forf 2€ '' factur à 0 € par mois ?"
L’offre préférentielle destinée aux Freenautes ADSL n’est-elle donc valable qu’une fois ?,"Non, jusqu’à quatre abonnements à 19,99 € (en multiligne) peuvent bénéficier d’une réduction à 15,99 €.Ensuite, les autres forfaits pour lesquels vous pourrez passer commande seront facturés soit au tarif de 19,99 €/mois pour le forfait Free, soit à 2 €/mois pour le forfait 2 € en fonction de votre choix.En cas de multiligne, une réduction est appliquée automatiquement ; selon s’il existe un forfait Free ou non, elle est de 2 ou 4 €, s’il existe deux forfaits Free, elle estalorsde 8 €, trois forfaits Free 12 €, etc.",0,"non , jusqu’ à quatre abonnement à 19,99 euro ( en multiligne ) pouvoir bénéficier d’ un réduction à 15,99 € .ensuite , le autre forfait pour lequel vous pouvoir passer command être facturer être au tarif de 19,99 euro /mois pour le forfait Free , soit à 2 euro /mois pour le forfait 2 euro en fonction de votre choix . en cas de multiligne , un réduction être appliquer automatiquement ; selon s’ il existe un forfait Free ou non , lui être de 2 ou 4 euro , s’ il existe deux forfait Free , lui estalorsde 8 euro , trois forfait Free 12 € , etc.",l’ offre préférentiel destiner al freenaute adsl n’ être - lui donc valable qu’ un fois ?,"non , jusqu ’ à quatr abon à 19,99 € ( en multilign ) peuvent bénéfici d ’ une réduct à 15,99 €.ensuit , le autr forfait pour lesquel vous pourr pass command seront factur soit au tarif de 19,99 €/mois pour le forf fre , soit à 2 €/mois pour le forf 2 € en fonction de votr choix.en cas de multilign , une réduct est appliqu automat ; selon s ’ il exist un forf fre ou non , elle est de 2 ou 4 € , s ’ il exist deux forfait fre , elle estalorsd 8 € , trois forfait fre 12 € , etc .",l ’ offre préférentiel destin aux freenaut adsl n ’ est-el donc valabl qu ’ une fois ?
"Comment profiter d’un deuxième (ou troisième, ou quatrième) ""forfait Free"" à 15,99 € par mois ?","Il vous suffit de disposez d’un second(ou troisième, ou quatrième)forfait Free affilié à votre abonnement principal (multiligne). Plus d’infos",0,"il vous suffire de disposez d’ un second(ou troisième , ou quatrième)forfait Free affilier à votre abonnement principal ( multiligne ) . plus d’ info","comment profiter d’ un deuxième ( ou troisième , ou quatrième ) "" forfaire Free "" à 15,99 euro par mois ?","il vous suff de dispos d ’ un second ( ou troisiem , ou quatriem ) forf fre affili à votr abon principal ( multilign ) . plus d ’ infos","comment profit d ’ un deuxiem ( ou troisiem , ou quatriem ) `` forf fre '' à 15,99 € par mois ?"
Comment puis-je vérifier que ma souscription a été enregistrée ?,Free vous adresse sous 24 heures un eMail accusant réception de votre commande.Vous recevrez ensuite un eMail contenant notamment vos identifiants vous permettant d’accéder à votre espace abonné.,0,Free vous adresse sous 24 heure un e-mail accuser réception de votre commande . vous recevoir ensuite un e-mail contenir notamment votre identifiant vous permettre d’ accéder à votre espace abonné .,comment puis - je vérifier que mon souscription avoir être enregistrer ?,fre vous adress sous 24 heur un email accus récept de votr commande.vous recevr ensuit un email conten not vos identifi vous permet d ’ acced à votr espac abon .,comment puis-j vérifi que ma souscript a été enregistr ?
J’ai reçu l’eMail de confirmation de souscription. Quand vais-je recevoir ma carte SIM ?,"La carte SIM est expédiée par courrier postal (lettre simple) dans un délai indicatif de 10 jours. En cas de portabilité du numéro mobile, ce délai peut être plus important.La procédure d’activation de la carte SIM vous sera notifiée dans le courrier reçu.",0,"le carte sim être expédier par courrier postal ( lettre simple ) dans un délai indicatif de 10 jour . en cas de portabilité de numéro mobile , ce délai pouvoir être plus important . le procédure d’ activation de le carte sim vous être notifier dans le courrier recevoir .",j’ avoir recevoir l’ email de confirmation de souscription . quand vai - je recevoir mon carte sim ?,"la cart sim est expédi par courri postal ( lettr simpl ) dan un del indiqu de 10 jour . en cas de portabl du numéro mobil , ce del peut être plus important.l procédur d ’ activ de la cart sim vous ser notifi dan le courri reçu .",j ’ ai reçu l ’ email de confirm de souscript . quand vais-j recevoir ma cart sim ?
Quel est le coût de la carte SIM ?,Le coût de la carte SIM est de 10 € quelque soit le forfait.,0,le coût de le carte sim être de 10 euro quelque être le forfait .,quel être le coût de le carte sim ?,le coût de la cart sim est de 10 € quelqu soit le forf .,quel est le coût de la cart sim ?
J’ai perdu ma carte SIM. Que faire ?,Rendez-vuos sur votre Espace Abonné pour commander une carte SIM. Plus d’infosVous pouvez également contacter le 3244.,0,rendre - vuo sur votre espace abonner pour commander un carte sim . plus d’ infosvous pouvoir également contacter le 3244 .,j’ avoir perdu mon carte sim . que faire ?,rendez-vuos sur votr espac abon pour command une cart sim . plus d ’ infosvous pouv égal contact le 3244 .,j ’ ai perdu ma cart sim . que fair ?
